A§o,Fecha,Divisi¢n,Brigada,Unidad Reporta Informaci¢n,GAO,FG/BLOQUE/ESTRUCTURA,SE/CM/CP./FU/FT,Tipo de Afectaci¢n,Actividad,Tipo de Actividad,Pa°s,Departamento,Municipio,Vereda o Sitio,Informaci¢n
2023,02/02/2023,DIV7,BR14,BIBOM42,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Proselitismo,Video,Colombia,Antioquia,Yarumal,<Nulo>,"El 02 de febrero del a§o en curso se conoci¢ un video por medios abiertos (noticias Vanguardia, El Colombiano, Caracol, etc.), en el cual presuntos integrantes de la Estructura 36 del GAO RESIDUAL ?Primera Facci¢n?, quienes bajo orientaciones delictivas del sujeto (a. Leo o Firu) cabecilla principal, ordena la presencia de comisiones armadas ?en este caso probablemente en el corregimiento de Cede§o del municipio de Yarumal (Antioquia)?, donde sujetos de esta estructura realizaron reuniones con la poblaci¢n civil, entregando regalos y jugando con los ni§os (ver anexos); se puede presumir entonces que quien estar°a encargado de dicha comisi¢n, con †rea de injerencia en ese sector, ser°a el sujeto (a. Primo), el cual hace parte de la estructura y est† relacionado dentro del (ACCAM) como segundo cabecilla de la estructura y quien adem†s comparte la ejecuci¢n de estas actividades con un sujeto que se autodenomina (a. Maicol), sujeto que manifiesta ser integrante de esta estructura con el objeto de realizar trabajo pseudopol°tico en el †rea general de los municipios de Brice§o y Yarumal (Antioquia) y adem†s mantener el lineamiento de los integrantes que hacen parte de la estructura."
2023,02/02/2023,DIV8,BR18,GMRPI18,GAO-R FACCI‡N MORDISCO,COMANDO CONJUNTO DE ORIENTE,ESTRUCTURA 10,Poblaci¢n Civil,Proselitismo,Grafitis,Colombia,Arauca,Saravena,CASCO URBANO,"Barrio Alfonso L¢pez  municipio de Saravena (Arauca), en coordenadas aproximadas (LN06¯57'22"""""""" ? LW71¯52'23"""""""")  se tuvo conocimiento de actividades de proselitismo (grafiti), por integrantes de las RAER, haciendo referencia textual ?si este conflicto continua, se har†n heridas en la sociedad que no se podr†n curar jam†s, ?Manuel Marulanda V? al parecer con fines de ejercer acciones terroristas e intimidaci¢n a la poblaci¢n civil. "
2023,02/02/2023,DIV8,BR16,GMGDC16,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,Fuerza P£blica,Hostigamiento,Polic°a Nacional,Colombia,Casanare,La Salina,VEREDA LOS PAPAYOS,"hechos ocurridos donde el 01 de febrero de 2023 22:30 horas, se escucharon disparos con arma de fuego tipo fusil, as° mismo una explosi¢n, lo anterior se destaca que en esta †rea tiene injerencia el FAAP del GAO ELN. "
2023,02/02/2023,DIV8,BR16,GMGDC16,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,Poblaci¢n Civil,Proselitismo,Pancarta,Colombia,Casanare,La Salina,VEREDA LOS PAPAYOS,"ubicaci¢n de una bandera alusiva al GAO ELN, lo anterior y de acuerdo an†lisis propios de la especialidad, se cree que hace parte de las actividades de proselitismo que este grupo armado realiza a las diferentes fechas conmemorativas que esta estructura rese§a en el mes de febrero. "
2023,03/02/2023,DIV3,COAPO,BAMJO8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Corinto,casco urbano ,"Apoyando la estaci¢n de polic°a - la unidad buitre 3, es hostigada mediante r†fagas  de fusil por integrantes de la estructura Dagoberto Ramos Ortiz."
2023,04/02/2023,DIV3,BR29,BAMHE4,GAO ELN,FG SUROCCIDENTAL,FT. MANUEL VµSQUEZ CASTA•O,Poblaci¢n Civil,Constre§imiento,Poblaci¢n Civil,Colombia,Cauca,Bol°var,casco urbano ,"Cuando se encontraba realizando maniobra en contra integrantes del GAO ELN Manuel V†squez Casta§o en consecuencia por la detenci¢n de 01 sujeto quien est† siendo judicializado se presenta manifestaci¢n por parte de la poblaci¢n civil con  aproximadamente 500 personas que se moviliza desde las veredas al casco urbano del municipio de Bol°var (Cauca), con el fin de recuperar al sujeto antes mencionado al parecer presionados por el frente GAO ELN, personal militar forzado mediante medios intimidadores lenguaje soez a evacuar †rea operaciones impidiendo realizar operaciones militares sobre sector mismo lugar tropa y autoridad polic°a judicial sijin y recomendaciones de defensor°a del pueblo procede a entregar el sujeto retenido y/o capturado siendo las 15:28 horas reportado mediante HR N. 2023849002079573."
2023,04/02/2023,DIV7,BR4,BAJES4,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 36,Poblaci¢n Civil,Proselitismo,Panfleto,Colombia,Antioquia,Yarumal,Cede§o,"El 04 de febrero del a§o en curso se conoci¢ un comunicado de las FARC-EP (ver anexo), en el que se autodenominan como ?Direcci¢n Bloque Magdalena Medio (BMM)?, en el cual informan a la opini¢n publica sobre los hechos que materializ¢ la Estructura 36 en el corregimiento de Cede§o municipio de Yarumal (Antioquia) y que fueron conocidos por diferentes medios el 02 de febrero 2023, donde se observaban integrantes de la estructura realizando proselitismo y constre§imiento a la poblaci¢n de ese corregimiento evidenciado en la entrega de regalos, juegos infantiles con ni§os y realizando reuniones con la gente que habita en el sector; hechos que se atribuyen los integrantes de la estructura y que inform¢ el (BBM)."
2023,05/02/2023,DIV7,BR15,BIPLI12,GAO ELN,FG OCCIDENTAL,FT. CACIQUE CALARCµ,Fuerza P£blica,Hostigamiento,Polic°a Nacional,Colombia,Choc¢,R°o Ir¢,ESTACI‡N DE POLIC÷A DE SANTA RITA ,"CABECERA MUNICIPAL DE SANTA RITA DE IR‡ (CHOC‡) COORDENADAS APROXIMADAS LN  05¯11'07'? LW 76¯28'20"""""""" PRESUNTAMENTE FRENTE CACIQUE CALARCµ DEL FG.OCC GAO -ELN, PONAL INFORMA QUE ESTµ SIENDO HOSTIGADA LA ESTACI‡N DE POLIC÷A DE SANTA RITA DE IR‡, POR APROXIMADAMENTE 03 BOCAS DE FUEGO DEJANDO COMO RESULTADO AL PATRULLERO ESTIGUAR LENUS MOSQUERA DE 28 A•OS DE EDAD AL PARECER POR UN FRANCOTIRADOR, RECIBIENDO UN IMPACTO EN EL BRAZO IZQUIERDO Y UNA CORTADA AL PARECER POR EL MISMO IMPACTO A LA ALTURA DEL ABDOMEN."
2023,05/02/2023,DIV7,FTCAQ,BATOT24,GAO ELN,FG DRC,CP. HêROES DE TARAZA,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Antioquia,Valdivia,VEREDA LA HABANA ,"MEDIANTE FUENTES HUMANAS SE OBTIENE LA INFORMACI‡N DE LA PRESENCIA DE SUJETOS CON ARMAS LARGAS EN EL SECTOR QUIENES HABR÷AN  ATRAVESADO UN CAMI‡N CON GANADO, DE MANERA INMEDIATA LA UNIDAD DESPLIEGA DISPOSITIVO DE SEGURIDAD DONDE SE LOGRA NEUTRALIZAR UNA POSIBLE ACCI‡N TERRORISTA, MENCIONADOS SUJETOS AL PERCATARSE DE LA PRESENCIA DE LAS TROPAS EMPRENDEN LA HUIDA, EN EL LUGAR DE LOS HECHOS SE ENCUENTRA UNA BANDERA ALUSIVA AL ELN Y EL VEH÷CULO CON TODAS LAS LLANTAS PINCHADAS, AL MOMENTO NO SE PRESENTARON HERIDOS NI PêRDIDAS FATALES. "
2023,07/02/2023,DIV3,FUDRA4,BADRA12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Argelia,vereda Los Picos,"Durante el desarrollo de la orden de operaciones de acci¢n decisiva defensiva N¯ 005 Festo, la unidad Bisonte3 y Cazador 3, sostiene hostigamiento con integrantes de la estructura armada GAO RESIDUAL """"""""Carlos Pati§o""""""""."
2023,08/02/2023,DIV7,BR14,BAEEV8,GAO ELN,FG DRC,FT. JOSE ANTONIO GALµN,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Antioquia,Segovia,BASE DE CARRIZAL,"SIENDO APROXIMADAMENTE LAS 21:00 HORAS FUE HOSTIGADA LA BASE MILITAR DE CARRIZAL UBICADA EN EL MUNICIPIO DE SEGOVIA (ANT.), MEDIANTE EL LANZAMIENTO DE AEI Y DISPAROS DE FUSILER÷A, DESDE EL SECTOR DONDE SE ENCUENTRA LA A-ETCR Y DESDE EL CASER÷O DE LA VEREDA CARRIZAL."
2023,09/02/2023,DIV3,Medio Abiertos,Whatsapp,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA  JAIME MART÷NEZ,Poblaci¢n Civil,Proselitismo,Panfleto,Colombia,Cauca,Timb°o,Per°metro_Urbano,"Se conoci¢ la difusi¢n de un panfleto (Ver°dico) por redes sociales, elaborado por el GAO RESIDUAL E Jaime Mart°nez, bajo el direccionamiento del Comando Coordinador de Occidente (CCO), dirigido a la opini¢n p£blica del municipio de Timb°o (Cauca), donde manifiestan la presencia activa de esta estructura sobre el †rea general de mencionado municipio, as° mismo afirman que su presencia en la regi¢n es continuar con el trabajo pol°tico militar y recuperar †reas que vienen siendo azotadas por la delincuencia com£n; invitan a la poblaci¢n civil a brindar informaci¢n oportuna de las bandas delincuenciales que vienen afectando la tranquilidad de la comunidad."
2023,09/02/2023,DIV3,FUDRA4,BADRA12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Argelia,vereda Los Picos ,"En vereda Los Picos del municipio de Argelia (Cauca), se present¢ hostigamiento contra la unidad BISONTE 3, por integrantes del GAO RESIDUAL Carlos Pati§o"""""""", quienes desde la parte alta atacan en direcci¢n a d¢nde se encuentra mencionada unidad, personal y armamento sin novedad."
2023,10/02/2023,DIV3,Medio Abiertos,Facebook,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Acci¢n Terrorista,Hostigamiento,Colombia,Cauca,Corinto,Estaci¢n de Polic°a,"En horas  de la ma§ana, el personero Victor Salas reporto que el hostigamiento se present¢ cuando la comunidad se dispon°a a iniciar sus labores y los estudiantes su jornada acadÇmica, de momento no hay personal lesionado o afectado por el hostigamiento , esta acci¢n se dio a pesar del protocolo anunciado en las £ltimas horas por el Gobierno Nacional, relacionado con el Cese al Fuego Bilateral.
Se debe tener en cuenta que en este sector realiza injerencia delictiva la Columna M¢vil Dagoberto Ramos Ortiz.
"
2023,10/02/2023,DIV3,BR3,BIPIC8,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA DAGOBERTO RAMOS,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Caloto,En hacienda El Chiman,"En hacienda El Chiman del municipio de Caloto (Cauca), Tropas del Batall¢n de Infanter°a N¯08 Batalla de Pichincha, en desarrollo de la l°nea de operaciones Jose Mar°a C¢rdova, en marco de operaciones defensivas. tropas BIPIC8 Gladiador 2, en el desarrollo de la tarea de estabilidad 009 Fara¢n en el municipio de GuachenÇ - Cauca presenta hostigamiento mediante disparos de fusil estructura GAO residual columna M¢vil Dagoberto Ramos."
2023,10/02/2023,DIV3,FUDRA4,BADRA12,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,Fuerza P£blica,Hostigamiento,Pelot¢n,Colombia,Cauca,Argelia,vereda Los Picos,"En Los Picos del municipio de Argelia (Cauca), mediante el desarrollo de inserci¢n unidades apolo 2 apolo 3 artemis 3 mediante el empleo de aeronave uh-60 en el efect£an hostigamiento a la aeronave y a las tropas que se encontraban en ese sector, unidades reaccionan al ataque empleando armamento org†nico (fusiles- ametralladoras), personal ileso munici¢n gastada unidad artemis 3-750 cartuchos cal 5.56 mm - 800 cartuchos cal 7.62 mm eslabonados- 09 granadas 40 mm,"
2023,11/02/2023,DIV1,FTCMA,BASRO48,GAO CLAN DEL GOLFO,E. AR÷STIDES MESA PAEZ,EUCLIDES ARLEY PêREZ G‡EZ,<Nulo>,Proselitismo,Instalaci¢n de Bandera,Colombia,Bol°var,Noros°,corregimiento de Buena Se§a ,"INSTALACI‡N BANDERA: En desarrollo de orden de operaciones terrestre unificadas de acci¢n decisiva a la tarea de estabilidad N¯ 005 Fuerza enmarcada al plan de operaciones Ayacucho la unidad Arp¢n 1 agregada operacionalmente al BASRO 48, el d°a 10 de febrero de 2023 mediante la tarea t†ctica de reconocer en el corregimiento de Buena Se§a del municipio de Noros° (Bol°var) en coordenadas aproximadas N 08 32 50 W 74 05 32, Localiza una bandera alusiva al grupo al margen de la ley ACG perteneciente al Bloque Ar°stides Meza P†ez Frente Euclides Arley PÇrez Goez la cual fue ubicada y destruida teniendo en cuenta todas las medidas de seguridad, con la intenci¢n de crear un impacto psicol¢gico de la protecci¢n del ejÇrcito hacia la poblaci¢n civil retornando la paz y tranquilidad en el sector de acuerdo a las indicaciones del comando superior. "
2023,11/02/2023,DIV2,BR30,GMMAZ5,GAO ELN,FG NORORIENTAL,CP. CINERA,Fuerza P£blica,Acci¢n Terrorista,Francotirador,Colombia,Norte de Santander,C£cuta,Banco Arenas,"FRANCOTIRADOR: Integrantes de la compa§°a HÇroes del Cinera, mediante la modalidad francotirador realizan acci¢n terrorista contra estaci¢n de PONAL del corregimiento Banco Arenas del municipio de C£cuta (N/S), dejando 01 polic°a herido. "
2023,11/02/2023,DIV1,FTCMA,BASRO48,GAO-R FACCI‡N CALARCµ,BLOQUE MAGDALENA MEDIO,ESTRUCTURA 37 MARIO MORALES,<Nulo>,Retenci¢n ilegal,Soldado SL18,Colombia,Bol°var,Santa Rosa del Sur,Barrio Adesan,"TravÇs de la red social Facebook, se hace p£blico un video en el cual aparece hablando el SL18 Morelos Gonz†lez Luis Domingo, org†nico del Batall¢n de Selva N¯ 48, quien sali¢ a su permiso de acuerdo al ciclo CODE con destino a la ciudad de Monter°a (C¢rdoba). En mencionado video manifiesta el soldado que fue retenido por la ESTRUCTURA 37 MARIO MORALES  porque estaba consumiendo sustancias alucin¢genas en el Barrio Adesan del municipio de Santa Rosa del Sur (Bol°var) "
2023,12/02/2023,DIV3,FUDRA4,BADRA10,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Cauca,Balboa,corregimiento La Planada ,"La unidad Croacia 2, reporta ataque a la unidad por parte de integrantes del GAO RESIDUAL E Carlos Pati§o, sobre el corregimiento La Planada del municipio de Balboa (Cauca)."
2023,12/02/2023,DIV3,FUDRA4,BADRA10,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA CARLOS PATI•O,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Cauca,Balboa,corregimiento La Planada ,"La unidad Croacia 1, es atacada mediante hostigamiento por integrantes del GAO RESIDUAL estructura Carlos Pati§o los cuales se encontraban como seguridad a una actividad de proselitismo armado que se estaba desarrollando en corregimiento La Planada del municipio de Balboa (cauca)."
2023,13/02/2023,DIV6,BR12,BAEEV19,GAO-R FACCI‡N CALARCµ,BLOQUE JORGE SUµREZ BRICE•O,ESTRUCTURA JORGE BRICE•O SUµREZ,<Nulo>,Proselitismo,Panfleto,Colombia,Caquet†,San Vicente del Cagu†n,LA NOVIA CELESTIAL,"13 - Febrero ? 2023 ENTREGA PANFELTO EXTORSIVO: Presuntos integrantes de RAEr del GAO RESIDUAL EJBS habr°an entregado volante citatorio extorsivo al se§or Lubin Antonio Llanos en el casco Urbano del municipio de Puerto Rico ? (Caquet†), en coordenadas aproximadas 1¯54'35.16""""""""N - 75¯ 9'42.19""""""""O, donde el sujeto alias auner o juan carlos le ordena presentarse en el restaurante de la se§ora Neila en el caserio de la vereda La Novia celestial del municipio de San Vicente del Cagu†n, el d°a 14 de febrero 2023 a las 10:00 horas. EVAL A1 PROC BAEEV19"
2023,13/02/2023,DIV8,BR18,BAMAM18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,Poblaci¢n Civil,Confrontaci¢n,GAOr Disidencias FARC y GAO ELN,Colombia,Arauca,Tame,vereda las canoas,"Vereda Las Canoas del municipio de Tame (Arauca), en coordenadas aproximadas LN06¯26'58.94? - LW71¯25'11.27?, mediante informaci¢n suministrada por el personero municipal del municipio de Tame, se obtiene informaci¢n de la posible confrontaci¢n armada entre el GAO ELN  y el GAO Residual Disidencias FARC, al parecer sobre las veredas la Holanda y las Canoas del municipio de Tame Arauca, seg£n manifest¢ el personero la poblaci¢n civil de estas veredas, estar°an saliendo de estos sectores, con el fin de evitar quedar en medio de la posible confrontaci¢n armada entre estos dos grupos armados ilegales."
2023,13/02/2023,DIV5,BR1,BIBOL1,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Boyac†,Tunja,Barrio Bochica,"Integrantes del frente Jose Adonay Ardila Pinilla, realizan detonaci¢n de una bomba panfletaria, la cual estaba acompa§ada de 30 panfletos alusivos al GAO ELN, en el barrio Bochica del municipio de Tunja (Boy)"
2023,13/02/2023,DIV5,BR1,GMSIL1,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,Poblaci¢n Civil,Proselitismo,Instalaci¢n de Bandera,Colombia,Boyac†,Susac¢n,via entre Susacon y Soata," Integrantes del frente Jose Adonay Ardila Pinilla, realizan instalaci¢n de 01 bandera alusiva al GAO ELN, en la v°a que comunica los municipios de Susac¢n y Soat† (Boy)"
2023,13/02/2023,DIV5,BR1,BIBOL1,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,<Nulo>,Proselitismo,Instalaci¢n de Bandera,Colombia,Boyac†,Tunja,Puente Peatonal Santiago,"PROSELITISMO: Integrantes del frente Adonay Ardila Pinilla, realizan instalaci¢n de 01 bandera alusiva al GAO ELN, en el puente peatonal Santiago de Tunja (Boy)."
2023,13/02/2023,DIV5,BR1,GMSIL1,GAO ELN,FG ORIENTAL,FT. ADONAY ARDILA PINILLA,<Nulo>,Proselitismo,Instalaci¢n de Bandera,Colombia,Boyac†,Tutaz†,El Tobal," Integrantes del frente Jose Adonay Ardila Pinilla, realizan instalaci¢n de 01 bandera alusiva al GAO ELN, en la vereda El Tobal del municipio de Tutaza (Boy)."
2023,13/02/2023,DIV3,BR23,BIBOY9,GAO-R FACCI‡N MORDISCO,BLOQUE OCCIDENTAL,ESTRUCTURA FRANCO BENAVIDES,<Nulo>,Proselitismo,Pancarta,Colombia,Nari§o,Taminango,vereda_Piedra_Grande,"Informaci¢n	Integrantes del GAO RESIDUAL E Franco Benavidez, instalaron un pend¢n alusivo a la estructura armada, aproximadamente a 800 metros de la salida del municipio vereda Piedra Grande municipio de Taminango (Nari§o), conmemorando el primer aniversario de la muerte del sujeto Euclides Espa§a Caicedo, alias ?Jhonier Toro?, quien fuera cabecilla del comando coordinador de occidente de las disidencias de las FARC."
2023,14/02/2023,DIV8,BR18,GMRPI18,GAO ELN,FG ORIENTAL,FT. DOMINGO LA÷N SANZ,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Arauca,Saravena,vereda el consuelo,"Vereda  el Consuelo  Municipio de Saravena (Ara), en coordenadas aproximadas (LN06¯ 55' 50"""""""" ? LW71¯51' 43"""""""" y  LN 06¯ 55 03  - LW71¯ 51'  50""""""""), se escuchan 02 explosiones con medios de lanzamiento de artefactos explosivos, contra la unidad de BISONTE 1 del GMRPI 18, al momento de la acci¢n no se presentan heridos, ni afectaciones a los integrantes del Pelot¢n, hechos atribuidos a integrantes de la Comisi¢n Ernesto Che Guevara. "
2023,14/02/2023,DIV7,BR4,BIGIR10,GAO CLAN DEL GOLFO,E. CENTRAL URABµ,EDWIN ROMµN VELµSQUEZ VALLE,<Nulo>,Desplazamiento Forzado,Poblaci¢n Civil,Colombia,Antioquia,Ituango,CASCO URBANO DE SANTA RITA,"En desarrollo de ORDOP 003 ?FESTO? el d°a 12 de febrero del a§o en curso, a la unidad Furia1 se le acercan los individuos Mar°a Adelaida Jaramillo Cuervo, CC. 21.815.325, JosÇ Milagros Zabala, CC 70.579.115 y la menor hija de los anteriores Lina Marcela Zabala Jaramillo de 14 a§os de edad, cerca al casco urbano de Santa Rita en coordenadas LN 7¯19?14? ? LW 75¯36?45? afirmando que hab°an sido amenazados por 05 sujetos con prendas de uso privativo y con armas largas, entre los cuales se encontraban (a. Fabian) y Juan Carlos (a. El Pol°tico) los cuales presuntamente hacen parte de comisiones armadas del GAO Clan del Golfo, los cuales le exig°an una suma de dinero, a lo que determinan dejar su lugar de residencia en la finca la granja, Vereda el venado, sector rural del corregimiento de Santa Rita de Ituango y buscar protecci¢n por parte de la unidad del Batall¢n m†s cercana a ellos."
2023,14/02/2023,DIV7,BR14,BIBOM42,GAO ELN,FG DRC,FT. HêROES DE ANOR÷,<Nulo>,Hostigamiento,Pelot¢n,Colombia,Antioquia,Anor°,LA PLANCHA ,"HOSTIGAMIENTO: SIENDO LAS 13:30 HORAS EL TERCER PELOT‡N DE LA COMPA•÷A COBRA EN LA VEREDA LA PLANCHA MUNICIPIO DE ANOR÷ ANTIOQUIA EN COORDENADAS LN 07¯07'29"""""""" LW 75¯13'32"""""""" MANDO SS FONSECA ADARME ARIEL, REPORTA HOSTIGAMIENTO POR FRANCOTIRADOR A LA BPM AL PARECER FGDRC COMISI‡N DEL FRENTE HêROES Y MµRTIRES DE ANOR÷, LA UNIDAD REALIZA PLAN DE REACCI‡N, PERSONAL, ARMAMENTO Y COMUNICACIONES SIN NOVEDAD. "
